Date,USD_CAD
2020-10-26,1.3207
2020-10-27,1.3184
2020-10-28,1.3319
2020-10-29,1.3323
2020-10-30,1.3317
2020-11-02,1.3215
2020-11-03,1.313
2020-11-04,1.3139
2020-11-05,1.3047
2020-11-06,1.3055
2020-11-09,1.3007
2020-11-10,1.3029
2020-11-12,1.3139
2020-11-13,1.3131
2020-11-16,1.3072
2020-11-17,1.3102
2020-11-18,1.3081
2020-11-19,1.3071
2020-11-20,1.3096
2020-11-23,1.3077
2020-11-24,1.2994
2020-11-25,1.3
2020-11-27,1.299
2020-11-30,1.3
2020-12-01,1.2932
2020-12-02,1.2918
2020-12-03,1.286
2020-12-04,1.278
2020-12-07,1.2796
2020-12-08,1.2814
2020-12-09,1.2814
2020-12-10,1.2737
2020-12-11,1.2772
2020-12-14,1.276
2020-12-15,1.2697
2020-12-16,1.2742
2020-12-17,1.2719
2020-12-18,1.2783
2020-12-21,1.2854
2020-12-22,1.2907
2020-12-23,1.2845
2020-12-24,1.2873
2020-12-29,1.2817
2020-12-30,1.2758
2020-12-31,1.273
2021-01-04,1.2777
2021-01-05,1.267
2021-01-06,1.2674
2021-01-07,1.2687
2021-01-08,1.2683
2021-01-11,1.2783
2021-01-12,1.2708
2021-01-13,1.2694
2021-01-14,1.2635
2021-01-15,1.2732
2021-01-19,1.2731
2021-01-20,1.2629
2021-01-21,1.2633
2021-01-22,1.2735
2021-01-25,1.2738
2021-01-26,1.2689
2021-01-27,1.2798
2021-01-28,1.2828
2021-01-29,1.2777
2021-02-01,1.2849
2021-02-02,1.278
2021-02-03,1.2781
2021-02-04,1.2825
2021-02-05,1.2751
2021-02-08,1.2738
2021-02-09,1.2693
2021-02-10,1.2699
2021-02-11,1.2702
2021-02-12,1.2694
2021-02-16,1.2686
2021-02-17,1.2699
2021-02-18,1.2677
2021-02-19,1.261
2021-02-22,1.261
2021-02-23,1.2587
2021-02-24,1.2511
2021-02-25,1.2599
2021-02-26,1.2739
2021-03-01,1.2645
2021-03-02,1.2631
2021-03-03,1.2653
2021-03-04,1.2665
2021-03-05,1.2655
2021-03-08,1.266
2021-03-09,1.2634
2021-03-10,1.2617
2021-03-11,1.2526
2021-03-12,1.2471
2021-03-15,1.2468
2021-03-16,1.2443
2021-03-17,1.24
2021-03-18,1.2484
2021-03-19,1.2497
2021-03-22,1.252
2021-03-23,1.2585
2021-03-24,1.2575
2021-03-25,1.261
2021-03-26,1.2576
2021-03-29,1.2588
2021-03-30,1.2634
2021-03-31,1.2558
2021-04-01,1.2545
2021-04-05,1.2521
2021-04-06,1.2563
2021-04-07,1.2607
2021-04-08,1.2562
2021-04-09,1.2527
2021-04-12,1.2561
2021-04-13,1.2531
2021-04-14,1.252
2021-04-15,1.2541
2021-04-16,1.2504
2021-04-19,1.2532
2021-04-20,1.2607
2021-04-21,1.2496
2021-04-22,1.2504
2021-04-23,1.2475
2021-04-26,1.2395
2021-04-27,1.2393
2021-04-28,1.2312
2021-04-29,1.2279
2021-04-30,1.2289
2021-05-03,1.2276
2021-05-04,1.2309
2021-05-05,1.2264
2021-05-06,1.2148
2021-05-07,1.213
2021-05-10,1.2097
2021-05-11,1.2099
2021-05-12,1.2131
2021-05-13,1.216
2021-05-14,1.2102
2021-05-17,1.2066
2021-05-18,1.2064
2021-05-19,1.2131
2021-05-20,1.2058
2021-05-21,1.2066
2021-05-25,1.2062
2021-05-26,1.2117
2021-05-27,1.2064
2021-05-28,1.2068
