Date,USD_CAD
2012-03-09,0.9911
2012-03-12,0.9923
2012-03-13,0.9884
2012-03-14,0.9928
2012-03-15,0.992
2012-03-16,0.9919
2012-03-19,0.9869
2012-03-20,0.9918
2012-03-21,0.9921
2012-03-22,0.9991
2012-03-23,0.9981
2012-03-26,0.9907
2012-03-27,0.9953
2012-03-28,0.9983
2012-03-29,0.9969
2012-03-30,0.9979
2012-04-02,0.9908
2012-04-03,0.9908
2012-04-04,0.9963
2012-04-05,0.9933
2012-04-09,0.9975
2012-04-10,1.0044
2012-04-11,1.0039
2012-04-12,0.9946
2012-04-13,0.9995
2012-04-16,0.9999
2012-04-17,0.9907
2012-04-18,0.9912
2012-04-19,0.9957
2012-04-20,0.9917
2012-04-23,0.991
2012-04-24,0.9872
2012-04-25,0.9831
2012-04-26,0.9853
2012-04-27,0.9805
2012-04-30,0.9871
2012-05-01,0.9859
2012-05-02,0.9866
2012-05-03,0.9887
2012-05-04,0.9955
2012-05-07,0.993
2012-05-08,0.9988
2012-05-09,1.0025
2012-05-10,1.0023
2012-05-11,1.0008
2012-05-14,1.0033
2012-05-15,1.0068
2012-05-16,1.0124
2012-05-17,1.0196
2012-05-18,1.0221
2012-05-22,1.0211
2012-05-23,1.0248
2012-05-24,1.0265
2012-05-25,1.0293
2012-05-29,1.0222
2012-05-30,1.0299
2012-05-31,1.0333
2012-06-01,1.0406
2012-06-04,1.0397
2012-06-05,1.0377
2012-06-06,1.0279
2012-06-07,1.0276
2012-06-08,1.0263
2012-06-11,1.0318
2012-06-12,1.0259
2012-06-13,1.0299
2012-06-14,1.0231
2012-06-15,1.0217
2012-06-18,1.0238
2012-06-19,1.0181
2012-06-20,1.0183
2012-06-21,1.0291
2012-06-22,1.0244
2012-06-25,1.0289
2012-06-26,1.0243
2012-06-27,1.0249
2012-06-28,1.0338
2012-06-29,1.0166
2012-07-03,1.0122
2012-07-05,1.0141
2012-07-06,1.0194
2012-07-09,1.0191
2012-07-10,1.0225
2012-07-11,1.0196
2012-07-12,1.0188
2012-07-13,1.0145
2012-07-16,1.015
2012-07-17,1.0119
2012-07-18,1.0103
2012-07-19,1.0074
2012-07-20,1.0124
2012-07-23,1.0187
2012-07-24,1.0223
2012-07-25,1.0156
2012-07-26,1.0101
2012-07-27,1.0034
2012-07-30,1.0017
2012-07-31,1.0031
2012-08-01,1.0057
2012-08-02,1.0073
2012-08-03,1.0013
2012-08-07,0.997
2012-08-08,0.9943
2012-08-09,0.9911
2012-08-10,0.991
2012-08-13,0.9925
2012-08-14,0.9923
2012-08-15,0.9894
2012-08-16,0.9866
2012-08-17,0.9892
2012-08-20,0.9885
2012-08-21,0.9892
2012-08-22,0.9915
2012-08-23,0.9939
2012-08-24,0.9924
2012-08-27,0.9907
2012-08-28,0.9882
2012-08-29,0.9894
2012-08-30,0.9925
2012-08-31,0.9865
2012-09-04,0.9859
2012-09-05,0.9905
2012-09-06,0.9828
2012-09-07,0.9786
2012-09-10,0.9776
2012-09-11,0.973
2012-09-12,0.9763
2012-09-13,0.9685
2012-09-14,0.9718
2012-09-17,0.9748
2012-09-18,0.9743
2012-09-19,0.9746
2012-09-20,0.977
2012-09-21,0.9764
2012-09-24,0.9788
2012-09-25,0.9806
2012-09-26,0.9854
2012-09-27,0.9806
2012-09-28,0.9838
2012-10-01,0.9823
2012-10-02,0.984
2012-10-03,0.9876
2012-10-04,0.9805
2012-10-05,0.9787
2012-10-09,0.9784
2012-10-10,0.9817
2012-10-11,0.9786
2012-10-12,0.9803
2012-10-15,0.9808
2012-10-16,0.9867
2012-10-17,0.9778
2012-10-18,0.9853
2012-10-19,0.9937
2012-10-22,0.9921
2012-10-23,0.9924
2012-10-24,0.9935
2012-10-25,0.9949
2012-10-26,0.9966
2012-10-31,0.9993
2012-11-01,0.9965
2012-11-02,0.996
2012-11-05,0.9963
2012-11-06,0.9921
2012-11-07,0.9969
2012-11-08,1.0004
2012-11-09,1.0017
2012-11-13,1.0021
2012-11-14,1.004
2012-11-15,1.0007
2012-11-16,1.0013
2012-11-19,0.9963
2012-11-20,0.9968
2012-11-21,0.9963
2012-11-23,0.9929
2012-11-26,0.9934
2012-11-27,0.9947
2012-11-28,0.992
2012-11-29,0.9926
2012-11-30,0.9944
2012-12-03,0.9951
2012-12-04,0.9927
2012-12-05,0.9916
2012-12-06,0.9913
2012-12-07,0.9885
2012-12-10,0.9866
2012-12-11,0.9861
2012-12-12,0.9844
2012-12-13,0.9849
2012-12-14,0.9856
2012-12-17,0.9834
2012-12-18,0.9857
2012-12-19,0.9889
2012-12-20,0.9874
2012-12-21,0.9933
2012-12-24,0.993
2012-12-27,0.9952
2012-12-28,0.997
2012-12-31,0.9922
2013-01-02,0.9849
2013-01-03,0.9879
2013-01-04,0.9871
2013-01-07,0.9857
2013-01-08,0.9867
2013-01-09,0.9877
2013-01-10,0.9832
2013-01-11,0.9848
2013-01-14,0.9838
2013-01-15,0.9842
2013-01-16,0.9859
2013-01-17,0.9859
2013-01-18,0.9918
2013-01-22,0.9919
2013-01-23,0.9991
2013-01-24,1.0025
2013-01-25,1.0057
2013-01-28,1.0061
2013-01-29,1.0008
2013-01-30,1.0015
2013-01-31,0.997
2013-02-01,0.9965
2013-02-04,0.9988
2013-02-05,0.9956
2013-02-06,0.9957
2013-02-07,0.9979
2013-02-08,1.0024
2013-02-11,1.0048
2013-02-12,1.0022
2013-02-13,1.0019
2013-02-14,1.001
2013-02-15,1.0063
2013-02-19,1.0114
2013-02-20,1.0166
2013-02-21,1.0185
2013-02-22,1.0214
2013-02-25,1.0261
2013-02-26,1.0261
2013-02-27,1.0227
2013-02-28,1.0305
2013-03-01,1.0269
2013-03-04,1.0273
2013-03-05,1.0271
2013-03-06,1.032
2013-03-07,1.0295
2013-03-08,1.0284
2013-03-11,1.0259
2013-03-12,1.0257
2013-03-13,1.0276
2013-03-14,1.0223
2013-03-15,1.0194
2013-03-18,1.0223
2013-03-19,1.0267
2013-03-20,1.0261
2013-03-21,1.0252
2013-03-22,1.0232
2013-03-25,1.0213
2013-03-26,1.016
2013-03-27,1.016
2013-03-28,1.0162
2013-04-01,1.0168
2013-04-02,1.0145
2013-04-03,1.0145
2013-04-04,1.0128
2013-04-05,1.0175
2013-04-08,1.0166
2013-04-09,1.0164
2013-04-10,1.0142
2013-04-11,1.0103
2013-04-12,1.0136
2013-04-15,1.0257
2013-04-16,1.021
2013-04-17,1.0263
2013-04-18,1.0259
2013-04-19,1.0265
2013-04-22,1.0255
2013-04-23,1.0257
2013-04-24,1.0256
2013-04-25,1.0198
2013-04-26,1.0168
2013-04-29,1.0112
2013-04-30,1.0074
2013-05-01,1.0084
2013-05-02,1.0103
2013-05-03,1.008
2013-05-06,1.0068
2013-05-07,1.0043
2013-05-08,1.003
2013-05-09,1.0069
2013-05-10,1.0099
2013-05-13,1.0107
2013-05-14,1.0181
2013-05-15,1.0158
2013-05-16,1.0194
2013-05-17,1.028
2013-05-21,1.0265
2013-05-22,1.037
2013-05-23,1.0305
2013-05-24,1.0318
2013-05-28,1.04
2013-05-29,1.0352
2013-05-30,1.0299
2013-05-31,1.0378
2013-06-03,1.0278
2013-06-04,1.0341
2013-06-05,1.0345
2013-06-06,1.0265
2013-06-07,1.0196
2013-06-10,1.0194
2013-06-11,1.0185
2013-06-12,1.0209
2013-06-13,1.0158
2013-06-14,1.017
2013-06-17,1.0185
2013-06-18,1.0211
2013-06-19,1.0273
2013-06-20,1.0389
2013-06-21,1.0457
2013-06-24,1.0498
2013-06-25,1.0512
2013-06-26,1.0469
2013-06-27,1.0477
2013-06-28,1.052
2013-07-02,1.0543
2013-07-03,1.0501
2013-07-05,1.0579
2013-07-08,1.0558
2013-07-09,1.0522
2013-07-10,1.0467
2013-07-11,1.0366
2013-07-12,1.0394
2013-07-15,1.0429
2013-07-16,1.037
2013-07-17,1.0404
2013-07-18,1.0377
2013-07-19,1.0368
2013-07-22,1.0336
2013-07-23,1.0288
2013-07-24,1.0318
2013-07-25,1.028
2013-07-26,1.0282
2013-07-29,1.0266
2013-07-30,1.0309
2013-07-31,1.0277
2013-08-01,1.0347
2013-08-02,1.0387
2013-08-06,1.0375
2013-08-07,1.0423
2013-08-08,1.0326
2013-08-09,1.0288
2013-08-12,1.0307
2013-08-13,1.0345
2013-08-14,1.0341
2013-08-15,1.0305
2013-08-16,1.0337
2013-08-19,1.0345
2013-08-20,1.0392
2013-08-21,1.0474
2013-08-22,1.0516
2013-08-23,1.0495
2013-08-26,1.0501
2013-08-27,1.0474
2013-08-28,1.0486
2013-08-29,1.0532
2013-08-30,1.0537
2013-09-03,1.0534
2013-09-04,1.0494
2013-09-05,1.0506
2013-09-06,1.0404
2013-09-09,1.0371
2013-09-10,1.0349
2013-09-11,1.032
2013-09-12,1.0322
2013-09-13,1.0352
2013-09-16,1.0324
2013-09-17,1.0297
2013-09-18,1.022
2013-09-19,1.0263
2013-09-20,1.0305
2013-09-23,1.0284
2013-09-24,1.0301
2013-09-25,1.0313
2013-09-26,1.0309
2013-09-27,1.0307
2013-09-30,1.0309
2013-10-01,1.0324
2013-10-02,1.0337
2013-10-03,1.0333
2013-10-04,1.0295
2013-10-07,1.0313
2013-10-08,1.0368
2013-10-09,1.0393
2013-10-10,1.0399
2013-10-11,1.035
2013-10-15,1.0381
2013-10-16,1.0328
2013-10-17,1.029
2013-10-18,1.0286
2013-10-21,1.0302
2013-10-22,1.0286
2013-10-23,1.0383
2013-10-24,1.0421
2013-10-25,1.0448
2013-10-28,1.0444
2013-10-29,1.047
2013-10-30,1.048
2013-10-31,1.0431
2013-11-01,1.0421
2013-11-04,1.0422
2013-11-05,1.0454
2013-11-06,1.0419
2013-11-07,1.0459
2013-11-08,1.048
2013-11-12,1.0495
2013-11-13,1.0455
2013-11-14,1.0461
2013-11-15,1.044
2013-11-18,1.0429
2013-11-19,1.0469
2013-11-20,1.0454
2013-11-21,1.0518
2013-11-22,1.0514
2013-11-25,1.0545
2013-11-26,1.0541
2013-11-27,1.0595
2013-11-29,1.0615
2013-12-02,1.0644
2013-12-03,1.0647
2013-12-04,1.0682
2013-12-05,1.0654
2013-12-06,1.0636
2013-12-09,1.0627
2013-12-10,1.0602
2013-12-11,1.059
2013-12-12,1.0638
2013-12-13,1.0585
2013-12-16,1.0596
2013-12-17,1.0607
2013-12-18,1.0703
2013-12-19,1.0665
2013-12-20,1.0635
2013-12-23,1.0606
2013-12-24,1.0631
2013-12-27,1.0706
2013-12-30,1.0648
2013-12-31,1.0623
2014-01-02,1.0671
2014-01-03,1.0635
2014-01-06,1.0655
2014-01-07,1.0766
2014-01-08,1.0819
2014-01-09,1.084
2014-01-10,1.0895
2014-01-13,1.0863
2014-01-14,1.0945
2014-01-15,1.0934
2014-01-16,1.0932
2014-01-17,1.0962
2014-01-21,1.0966
2014-01-22,1.1086
2014-01-23,1.1101
2014-01-24,1.1088
2014-01-27,1.1115
2014-01-28,1.115
2014-01-29,1.1173
2014-01-30,1.1157
2014-01-31,1.1129
2014-02-03,1.1118
2014-02-04,1.1084
2014-02-05,1.1083
2014-02-06,1.1069
2014-02-07,1.1033
2014-02-10,1.1056
2014-02-11,1.1006
2014-02-12,1.1002
2014-02-13,1.0974
2014-02-14,1.0978
2014-02-18,1.0947
2014-02-19,1.1079
2014-02-20,1.1098
2014-02-21,1.1111
2014-02-24,1.1058
2014-02-25,1.1084
2014-02-26,1.1128
2014-02-27,1.1121
2014-02-28,1.1065
2014-03-03,1.1077
2014-03-04,1.1092
2014-03-05,1.1027
2014-03-06,1.0985
2014-03-07,1.1083
2014-03-10,1.1109
2014-03-11,1.1105
2014-03-12,1.1119
2014-03-13,1.1075
2014-03-14,1.1105
2014-03-17,1.1054
2014-03-18,1.1136
2014-03-19,1.1238
2014-03-20,1.1241
2014-03-21,1.122
2014-03-24,1.1191
2014-03-25,1.1168
2014-03-26,1.1101
2014-03-27,1.1033
2014-03-28,1.1061
2014-03-31,1.105
2014-04-01,1.1025
2014-04-02,1.1031
2014-04-03,1.1035
2014-04-04,1.0981
2014-04-07,1.0973
2014-04-08,1.0924
2014-04-09,1.0878
2014-04-10,1.0936
2014-04-11,1.0981
2014-04-14,1.0963
2014-04-15,1.0975
2014-04-16,1.101
2014-04-17,1.1002
2014-04-21,1.101
2014-04-22,1.1026
2014-04-23,1.1032
2014-04-24,1.1021
2014-04-25,1.1039
2014-04-28,1.103
2014-04-29,1.0943
2014-04-30,1.0962
2014-05-01,1.0957
2014-05-02,1.0974
2014-05-05,1.0956
2014-05-06,1.0894
2014-05-07,1.0899
2014-05-08,1.0831
2014-05-09,1.0896
2014-05-12,1.0896
2014-05-13,1.0905
2014-05-14,1.0888
2014-05-15,1.0886
2014-05-16,1.0857
2014-05-20,1.0909
2014-05-21,1.0913
2014-05-22,1.0888
2014-05-23,1.0862
2014-05-27,1.0855
2014-05-28,1.0874
2014-05-29,1.0837
2014-05-30,1.0843
2014-06-02,1.09
2014-06-03,1.0909
2014-06-04,1.0939
2014-06-05,1.0924
2014-06-06,1.0935
2014-06-09,1.0903
2014-06-10,1.0901
2014-06-11,1.0867
2014-06-12,1.0852
2014-06-13,1.0856
2014-06-16,1.0844
2014-06-17,1.0861
2014-06-18,1.0837
2014-06-19,1.0818
2014-06-20,1.0758
2014-06-23,1.0729
2014-06-24,1.0746
2014-06-25,1.0717
2014-06-26,1.0688
2014-06-27,1.0668
2014-06-30,1.0671
2014-07-02,1.0665
2014-07-03,1.0635
2014-07-07,1.0685
2014-07-08,1.0679
2014-07-09,1.0652
2014-07-10,1.065
2014-07-11,1.0733
2014-07-14,1.0711
2014-07-15,1.0759
2014-07-16,1.0743
2014-07-17,1.0762
2014-07-18,1.0732
2014-07-21,1.0736
2014-07-22,1.0739
2014-07-23,1.0728
2014-07-24,1.0746
2014-07-25,1.0812
2014-07-28,1.0796
2014-07-29,1.0853
2014-07-30,1.0903
2014-07-31,1.0907
2014-08-01,1.0917
2014-08-05,1.096
2014-08-06,1.0916
2014-08-07,1.0928
2014-08-08,1.0974
2014-08-11,1.0922
2014-08-12,1.0926
2014-08-13,1.0912
2014-08-14,1.0901
2014-08-15,1.0896
2014-08-18,1.0888
2014-08-19,1.0943
2014-08-20,1.0968
2014-08-21,1.0943
2014-08-22,1.0947
2014-08-25,1.0983
2014-08-26,1.0953
2014-08-27,1.0865
2014-08-28,1.0861
2014-08-29,1.0878
2014-09-02,1.093
2014-09-03,1.0888
2014-09-04,1.0875
2014-09-05,1.088
2014-09-08,1.0974
2014-09-09,1.0981
2014-09-10,1.0934
2014-09-11,1.1032
2014-09-12,1.1094
2014-09-15,1.1056
2014-09-16,1.097
2014-09-17,1.0999
2014-09-18,1.0935
2014-09-19,1.0962
2014-09-22,1.1044
2014-09-23,1.1079
2014-09-24,1.1058
2014-09-25,1.111
2014-09-26,1.1153
2014-09-29,1.1164
2014-09-30,1.1199
2014-10-01,1.1164
2014-10-02,1.1158
2014-10-03,1.1244
2014-10-06,1.1132
2014-10-07,1.1176
2014-10-08,1.1107
2014-10-09,1.1186
2014-10-10,1.12
2014-10-15,1.1254
2014-10-16,1.1256
2014-10-17,1.1277
2014-10-20,1.1286
2014-10-21,1.1221
2014-10-22,1.1237
2014-10-23,1.1229
2014-10-24,1.1231
2014-10-27,1.1247
2014-10-28,1.1166
2014-10-29,1.118
2014-10-30,1.1187
2014-10-31,1.1267
2014-11-03,1.1359
2014-11-04,1.141
2014-11-05,1.1385
2014-11-06,1.1424
2014-11-07,1.1328
2014-11-10,1.1381
2014-11-12,1.1316
2014-11-13,1.1366
2014-11-14,1.1288
2014-11-17,1.1305
2014-11-18,1.1296
2014-11-19,1.1341
2014-11-20,1.13
2014-11-21,1.1231
2014-11-24,1.1279
2014-11-25,1.1259
2014-11-26,1.1244
2014-11-28,1.1414
2014-12-01,1.133
2014-12-02,1.1407
2014-12-03,1.1364
2014-12-04,1.1385
2014-12-05,1.1439
2014-12-08,1.1479
2014-12-09,1.1444
2014-12-10,1.1483
2014-12-11,1.1522
2014-12-12,1.1583
2014-12-15,1.1671
2014-12-16,1.1629
2014-12-17,1.1631
2014-12-18,1.1576
2014-12-19,1.1601
2014-12-22,1.1627
2014-12-23,1.1616
2014-12-24,1.1625
2014-12-29,1.1634
2014-12-30,1.1612
2014-12-31,1.1621
2015-01-02,1.1784
2015-01-05,1.1764
2015-01-06,1.1836
2015-01-07,1.1814
2015-01-08,1.1831
2015-01-09,1.1867
2015-01-12,1.1974
2015-01-13,1.1957
2015-01-14,1.1951
2015-01-15,1.196
2015-01-16,1.1985
2015-01-20,1.2114
2015-01-21,1.234
2015-01-22,1.238
2015-01-23,1.242
2015-01-26,1.2475
2015-01-27,1.2399
2015-01-28,1.2537
2015-01-29,1.2618
2015-01-30,1.2732
2015-02-02,1.2567
2015-02-03,1.2416
2015-02-04,1.2574
2015-02-05,1.2435
2015-02-06,1.2525
2015-02-09,1.2468
2015-02-10,1.2587
2015-02-11,1.2633
2015-02-12,1.2506
2015-02-13,1.2449
2015-02-17,1.2389
2015-02-18,1.2456
2015-02-19,1.2496
2015-02-20,1.2528
2015-02-23,1.2573
2015-02-24,1.2483
2015-02-25,1.2436
2015-02-26,1.2515
2015-02-27,1.2508
2015-03-02,1.2536
2015-03-03,1.2496
2015-03-04,1.2428
2015-03-05,1.2485
2015-03-06,1.2622
2015-03-09,1.2603
2015-03-10,1.2689
2015-03-11,1.2752
2015-03-12,1.2685
2015-03-13,1.2784
2015-03-16,1.2773
2015-03-17,1.2788
2015-03-18,1.2566
2015-03-19,1.2719
2015-03-20,1.2551
2015-03-23,1.2523
2015-03-24,1.2494
2015-03-25,1.2516
2015-03-26,1.2483
2015-03-27,1.261
2015-03-30,1.2675
2015-03-31,1.2687
2015-04-01,1.2621
2015-04-02,1.2557
2015-04-06,1.2479
2015-04-07,1.2506
2015-04-08,1.2543
2015-04-09,1.258
2015-04-10,1.2562
2015-04-13,1.2595
2015-04-14,1.2485
2015-04-15,1.2288
2015-04-16,1.2187
2015-04-17,1.225
2015-04-20,1.2223
2015-04-21,1.2281
2015-04-22,1.2237
2015-04-23,1.2145
2015-04-24,1.218
2015-04-27,1.2086
2015-04-28,1.2035
2015-04-29,1.202
2015-04-30,1.2077
2015-05-01,1.2159
2015-05-04,1.2096
2015-05-05,1.2066
2015-05-06,1.2046
2015-05-07,1.2128
2015-05-08,1.2071
2015-05-11,1.2104
2015-05-12,1.2016
2015-05-13,1.1957
2015-05-14,1.1983
2015-05-15,1.2012
2015-05-19,1.2233
2015-05-20,1.2208
2015-05-21,1.2199
2015-05-22,1.2279
2015-05-26,1.2434
2015-05-27,1.2452
2015-05-28,1.2435
2015-05-29,1.2448
2015-06-01,1.2523
2015-06-02,1.2401
2015-06-03,1.2454
2015-06-04,1.2504
2015-06-05,1.2439
2015-06-08,1.241
2015-06-09,1.2338
2015-06-10,1.2254
2015-06-11,1.2292
2015-06-12,1.2322
2015-06-15,1.2325
2015-06-16,1.2294
2015-06-17,1.2226
2015-06-18,1.2222
2015-06-19,1.2266
2015-06-22,1.2308
2015-06-23,1.2328
2015-06-24,1.2382
2015-06-25,1.2329
2015-06-26,1.2318
2015-06-29,1.2402
2015-06-30,1.2493
2015-07-02,1.2538
2015-07-06,1.2651
2015-07-07,1.2704
2015-07-08,1.2747
2015-07-09,1.2706
2015-07-10,1.2658
2015-07-13,1.2742
2015-07-14,1.2724
2015-07-15,1.2914
2015-07-16,1.2954
2015-07-17,1.2971
2015-07-20,1.2995
2015-07-21,1.2948
2015-07-22,1.3034
2015-07-23,1.3035
2015-07-24,1.3049
2015-07-27,1.3039
2015-07-28,1.2921
2015-07-29,1.2946
2015-07-30,1.3001
2015-07-31,1.3089
2015-08-04,1.3191
2015-08-05,1.318
2015-08-06,1.3108
2015-08-07,1.3129
2015-08-10,1.3001
2015-08-11,1.3113
2015-08-12,1.2976
2015-08-13,1.3058
2015-08-14,1.3087
2015-08-17,1.3079
2015-08-18,1.3059
2015-08-19,1.3129
2015-08-20,1.309
2015-08-21,1.3186
2015-08-24,1.3289
2015-08-25,1.3333
2015-08-26,1.3291
2015-08-27,1.3199
2015-08-28,1.3201
2015-08-31,1.3137
2015-09-01,1.326
2015-09-02,1.3266
2015-09-03,1.3176
2015-09-04,1.3284
2015-09-08,1.3207
2015-09-09,1.3257
2015-09-10,1.3254
2015-09-11,1.3262
2015-09-14,1.3263
2015-09-15,1.3247
2015-09-16,1.3171
2015-09-17,1.3183
2015-09-18,1.3226
2015-09-21,1.3256
2015-09-22,1.327
2015-09-23,1.332
2015-09-24,1.3301
2015-09-25,1.3337
2015-09-28,1.3399
2015-09-29,1.3422
2015-09-30,1.3315
2015-10-01,1.3268
2015-10-02,1.3149
2015-10-05,1.3087
2015-10-06,1.3035
2015-10-07,1.3058
2015-10-08,1.3018
2015-10-09,1.2944
2015-10-13,1.3039
2015-10-14,1.2936
2015-10-15,1.2865
2015-10-16,1.291
2015-10-19,1.3019
2015-10-20,1.2978
2015-10-21,1.3139
2015-10-22,1.3089
2015-10-23,1.3165
2015-10-26,1.3153
2015-10-27,1.3266
2015-10-28,1.3192
2015-10-29,1.3172
2015-10-30,1.3078
2015-11-02,1.3095
2015-11-03,1.306
2015-11-04,1.3147
2015-11-05,1.3167
2015-11-06,1.3306
2015-11-09,1.3285
2015-11-10,1.3276
2015-11-12,1.3291
2015-11-13,1.3323
2015-11-16,1.3331
2015-11-17,1.3319
2015-11-18,1.3299
2015-11-19,1.3282
2015-11-20,1.3343
2015-11-23,1.3365
2015-11-24,1.3303
2015-11-25,1.3286
2015-11-27,1.3371
2015-11-30,1.3363
2015-12-01,1.3357
2015-12-02,1.3344
2015-12-03,1.3357
2015-12-04,1.3363
2015-12-07,1.3495
2015-12-08,1.3584
2015-12-09,1.3577
2015-12-10,1.3624
2015-12-11,1.3756
2015-12-14,1.3734
2015-12-15,1.373
2015-12-16,1.378
2015-12-17,1.3937
2015-12-18,1.3955
2015-12-21,1.3958
2015-12-22,1.392
2015-12-23,1.3847
2015-12-24,1.3818
2015-12-29,1.3842
2015-12-30,1.3879
2015-12-31,1.3841
2016-01-04,1.3953
2016-01-05,1.3996
2016-01-06,1.4073
2016-01-07,1.4116
2016-01-08,1.417
2016-01-11,1.4216
2016-01-12,1.4263
2016-01-13,1.4341
